Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,is_holiday,day_of_week,is_weekend,month,year,season_num,sales_lag_1,customers_lag_1,sales_lag_7,customers_lag_7,sales_lag_14,customers_lag_14,sales_lag_21,customers_lag_21,sales_lag_28,customers_lag_28,sales_roll_mean_7,sales_roll_std_7,ds,y
2012-11-28,17.0,150.0,11.52,0,89181.0,0,2,0,11,2012,3,67053.0,129.0,85711.0,253.0,67196.0,141.0,69768.0,132.0,83138.0,153.0,94283.52285714285,29506.554153052013,2012-11-28,89181.0
2012-11-29,41.0,150.0,10.66,0,101655.0,0,3,0,11,2012,3,89181.0,150.0,71897.0,369.0,73558.0,171.0,68089.0,153.0,70912.0,149.0,94779.23714285714,29367.351176439533,2012-11-29,101655.0
2012-11-30,50.0,193.0,16.27,0,102925.0,0,4,0,11,2012,3,101655.0,150.0,153503.66,1225.67,67597.0,253.0,68943.0,222.0,49629.0,230.0,99030.37999999999,27603.80927753995,2012-11-30,102925.0
2012-12-01,54.0,421.0,11.28,0,115844.0,0,5,1,12,2012,0,102925.0,193.0,100190.0,463.0,144419.0,450.0,153503.66,1225.67,82309.0,325.0,91804.85714285714,14457.95217666934,2012-12-01,115844.0
2012-12-02,51.0,296.0,11.68,0,93857.0,0,6,1,12,2012,0,115844.0,421.0,103886.0,347.0,82361.0,329.0,106754.0,1010.0,65587.0,244.0,94041.14285714286,16964.45911730927,2012-12-02,93857.0
2012-12-03,25.0,147.0,15.15,0,107839.0,0,0,0,12,2012,0,93857.0,296.0,77744.0,138.0,76179.0,222.0,144189.0,890.0,68065.0,115.0,92608.42857142857,16408.845397702873,2012-12-03,107839.0
2012-12-04,16.0,154.0,17.51,0,95985.0,0,1,0,12,2012,0,107839.0,147.0,67053.0,129.0,76429.0,231.0,56477.0,133.0,63822.0,115.0,96907.71428571429,15796.272289312303,2012-12-04,95985.0
2012-12-05,22.0,189.0,16.22,0,90907.0,0,2,0,12,2012,0,95985.0,154.0,89181.0,150.0,85711.0,253.0,67196.0,141.0,69768.0,132.0,101040.85714285714,9010.185503613357,2012-12-05,90907.0
2012-12-06,30.0,197.0,14.66,0,98244.0,0,3,0,12,2012,0,90907.0,189.0,101655.0,150.0,71897.0,369.0,73558.0,171.0,68089.0,153.0,101287.42857142857,8647.869908386769,2012-12-06,98244.0
2012-12-07,35.0,254.0,13.59,0,116818.0,0,4,0,12,2012,0,98244.0,197.0,102925.0,193.0,153503.66,1225.67,67597.0,253.0,68943.0,222.0,100800.14285714286,8719.510124400582,2012-12-07,116818.0
2012-12-08,52.0,382.0,10.82,0,95923.0,0,5,1,12,2012,0,116818.0,254.0,115844.0,421.0,100190.0,463.0,144419.0,450.0,153503.66,1225.67,102784.85714285714,10650.99553138223,2012-12-08,95923.0
2012-12-09,51.0,405.0,18.09,0,123381.0,0,6,1,12,2012,0,95923.0,382.0,93857.0,296.0,103886.0,347.0,82361.0,329.0,106754.0,1010.0,99939.0,9133.398290523293,2012-12-09,123381.0
2012-12-10,28.0,176.0,13.04,0,102663.0,0,0,0,12,2012,0,123381.0,405.0,107839.0,147.0,77744.0,138.0,76179.0,222.0,144189.0,890.0,104156.71428571429,12169.131915277641,2012-12-10,102663.0
2012-12-11,30.0,198.0,13.35,0,124714.0,0,1,0,12,2012,0,102663.0,176.0,95985.0,154.0,67053.0,129.0,76429.0,231.0,56477.0,133.0,103417.28571428571,12064.902965686419,2012-12-11,124714.0
2012-12-12,29.0,228.0,13.71,0,109979.0,0,2,0,12,2012,0,124714.0,198.0,90907.0,189.0,89181.0,150.0,85711.0,253.0,67196.0,141.0,107521.42857142857,13867.074611673306,2012-12-12,109979.0
2012-12-13,36.0,220.0,11.49,0,106397.0,0,3,0,12,2012,0,109979.0,228.0,98244.0,197.0,101655.0,150.0,71897.0,369.0,73558.0,171.0,110246.0,11774.350258082182,2012-12-13,106397.0
2012-12-14,52.0,280.0,19.72,0,104054.0,0,4,0,12,2012,0,106397.0,220.0,116818.0,254.0,102925.0,193.0,153503.66,1225.67,67597.0,253.0,111410.71428571429,10747.734842193266,2012-12-14,104054.0
2012-12-15,60.0,564.0,19.35,0,115390.0,0,5,1,12,2012,0,104054.0,280.0,95923.0,382.0,115844.0,421.0,100190.0,463.0,144419.0,450.0,109587.28571428571,10760.197407022571,2012-12-15,115390.0
2012-12-16,44.0,456.0,19.22,0,115025.0,0,6,1,12,2012,0,115390.0,564.0,123381.0,405.0,93857.0,296.0,103886.0,347.0,82361.0,329.0,112368.28571428571,9013.990527956805,2012-12-16,115025.0
2012-12-17,28.0,327.0,18.61,0,119704.0,0,0,0,12,2012,0,115025.0,456.0,102663.0,176.0,107839.0,147.0,77744.0,138.0,76179.0,222.0,111174.57142857143,7781.556503621076,2012-12-17,119704.0
2012-12-18,24.0,319.0,15.18,0,123221.0,0,1,0,12,2012,0,119704.0,327.0,124714.0,198.0,95985.0,154.0,67053.0,129.0,76429.0,231.0,113609.0,7327.288447986719,2012-12-18,123221.0
2012-12-19,27.0,414.0,20.06,0,123225.0,0,2,0,12,2012,0,123221.0,319.0,109979.0,228.0,90907.0,189.0,89181.0,150.0,85711.0,253.0,113395.71428571429,6962.830116992291,2012-12-19,123225.0
2012-12-20,36.0,414.0,17.45,0,95441.0,0,3,0,12,2012,0,123225.0,414.0,106397.0,220.0,98244.0,197.0,101655.0,150.0,71897.0,369.0,115288.0,7645.9327314156235,2012-12-20,95441.0
2012-12-21,62.0,500.0,19.26,0,127238.0,0,4,0,12,2012,0,95441.0,414.0,104054.0,280.0,116818.0,254.0,102925.0,193.0,153503.66,1225.67,113722.85714285714,10396.053312492682,2012-12-21,127238.0
2012-12-22,65.0,741.0,21.18,0,153503.66,0,5,1,12,2012,0,127238.0,500.0,115390.0,564.0,95923.0,382.0,115844.0,421.0,100190.0,463.0,117034.85714285714,10494.875152958693,2012-12-22,153503.66
2012-12-23,54.0,741.0,18.45,0,136464.0,0,6,1,12,2012,0,153503.66,741.0,115025.0,456.0,123381.0,405.0,93857.0,296.0,103886.0,347.0,122479.66571428571,17226.92113627855,2012-12-23,136464.0
2012-12-24,33.0,345.0,22.67,0,92521.0,0,0,0,12,2012,0,136464.0,741.0,119704.0,327.0,102663.0,176.0,107839.0,147.0,77744.0,138.0,125542.37999999999,17582.798904728785,2012-12-24,92521.0
2012-12-25,14.0,92.52,0.0,0,43814.17,1,1,0,12,2012,0,92521.0,345.0,123221.0,319.0,124714.0,198.0,95985.0,154.0,67053.0,129.0,121659.09428571428,21624.42447963785,2012-12-25,43814.17
2012-12-26,33.0,721.0,19.86,0,124572.0,0,2,0,12,2012,0,43814.17,92.52,123225.0,414.0,109979.0,228.0,90907.0,189.0,89181.0,150.0,110315.26142857142,36428.71871844632,2012-12-26,124572.0
2012-12-27,52.0,415.0,20.66,0,104057.0,0,3,0,12,2012,0,124572.0,721.0,95441.0,414.0,106397.0,220.0,98244.0,197.0,101655.0,150.0,110507.69000000002,36511.74087019087,2012-12-27,104057.0
2012-12-28,50.0,423.0,12.88,0,103119.0,0,4,0,12,2012,0,104057.0,415.0,127238.0,500.0,104054.0,280.0,116818.0,254.0,102925.0,193.0,111738.54714285715,36061.624378760636,2012-12-28,103119.0
2012-12-29,31.0,483.0,13.4,0,114553.0,0,5,1,12,2012,0,103119.0,423.0,153503.66,741.0,115390.0,564.0,95923.0,382.0,115844.0,421.0,108292.97571428573,35481.46073139317,2012-12-29,114553.0
2012-12-30,44.0,462.0,18.27,0,103833.0,0,6,1,12,2012,0,114553.0,483.0,136464.0,741.0,115025.0,456.0,123381.0,405.0,93857.0,296.0,102728.59571428572,29810.652432714873,2012-12-30,103833.0
2012-12-31,30.0,389.0,14.26,0,101981.0,0,0,0,12,2012,0,103833.0,462.0,92521.0,345.0,119704.0,327.0,102663.0,176.0,107839.0,147.0,98067.02428571429,25958.558190587737,2012-12-31,101981.0
2013-01-01,28.0,224.0,18.91,0,90940.0,1,1,0,1,2013,0,101981.0,389.0,43814.17,92.52,123221.0,319.0,124714.0,198.0,95985.0,154.0,99418.45285714287,25867.79454016567,2013-01-01,90940.0
2013-01-02,23.0,298.0,14.25,0,92188.0,0,2,0,1,2013,0,90940.0,224.0,124572.0,721.0,123225.0,414.0,109979.0,228.0,90907.0,189.0,106150.71428571429,10627.333072699632,2013-01-02,92188.0
2013-01-03,26.0,216.0,21.26,0,61243.0,0,3,0,1,2013,0,92188.0,298.0,104057.0,415.0,95441.0,414.0,106397.0,220.0,98244.0,197.0,101524.42857142857,7994.13572266457,2013-01-03,61243.0
2013-01-04,51.0,221.0,18.01,0,88401.0,0,4,0,1,2013,0,61243.0,216.0,103119.0,423.0,127238.0,500.0,104054.0,280.0,116818.0,254.0,95408.14285714286,17018.392740684776,2013-01-04,88401.0
2013-01-05,40.0,315.0,18.1,0,79165.0,0,5,1,1,2013,0,88401.0,221.0,114553.0,483.0,153503.66,741.0,115390.0,564.0,95923.0,382.0,93305.57142857143,16814.930050971067,2013-01-05,79165.0
2013-01-06,44.0,207.0,16.12,0,86869.0,0,6,1,1,2013,0,79165.0,315.0,103833.0,462.0,136464.0,741.0,115025.0,456.0,123381.0,405.0,88250.14285714286,14526.138904615833,2013-01-06,86869.0
2013-01-07,18.0,160.0,18.62,0,77608.0,0,0,0,1,2013,0,86869.0,207.0,101981.0,389.0,92521.0,345.0,119704.0,327.0,102663.0,176.0,85826.71428571429,12806.400388273263,2013-01-07,77608.0
2013-01-08,20.0,122.0,13.51,0,82376.0,0,1,0,1,2013,0,77608.0,160.0,90940.0,224.0,43814.17,92.52,123221.0,319.0,124714.0,198.0,82344.85714285714,10845.47800435101,2013-01-08,82376.0
2013-01-09,18.0,155.0,15.83,0,79878.0,0,2,0,1,2013,0,82376.0,122.0,92188.0,298.0,124572.0,721.0,123225.0,414.0,109979.0,228.0,81121.42857142857,10176.716937158679,2013-01-09,79878.0
2013-01-10,27.0,143.0,17.88,0,74915.0,0,3,0,1,2013,0,79878.0,155.0,61243.0,216.0,104057.0,415.0,95441.0,414.0,106397.0,220.0,79362.85714285714,8933.294491742421,2013-01-10,74915.0
2013-01-11,45.0,181.0,16.82,0,82048.0,0,4,0,1,2013,0,74915.0,143.0,88401.0,221.0,103119.0,423.0,127238.0,500.0,104054.0,280.0,81316.0,4891.716535805334,2013-01-11,82048.0
2013-01-12,26.0,273.0,18.44,0,79905.0,0,5,1,1,2013,0,82048.0,181.0,79165.0,315.0,114553.0,483.0,153503.66,741.0,115390.0,564.0,80408.42857142857,3832.8871127457483,2013-01-12,79905.0
2013-01-13,31.0,225.0,16.47,0,81254.0,0,6,1,1,2013,0,79905.0,273.0,86869.0,207.0,103833.0,462.0,136464.0,741.0,115025.0,456.0,80514.14285714286,3802.9646079773893,2013-01-13,81254.0
2013-01-14,22.0,126.0,19.63,0,64780.0,0,0,0,1,2013,0,81254.0,225.0,77608.0,160.0,101981.0,389.0,92521.0,345.0,119704.0,327.0,79712.0,2659.3979895216153,2013-01-14,64780.0
2013-01-15,15.0,139.0,16.55,0,82000.0,0,1,0,1,2013,0,64780.0,126.0,82376.0,122.0,90940.0,224.0,43814.17,92.52,123221.0,319.0,77879.42857142857,6291.05141867289,2013-01-15,82000.0
2013-01-16,25.0,134.0,13.37,0,70111.0,0,2,0,1,2013,0,82000.0,139.0,79878.0,155.0,92188.0,298.0,124572.0,721.0,123225.0,414.0,77825.71428571429,6247.715921686939,2013-01-16,70111.0
2013-01-17,30.0,130.0,15.47,0,70391.0,0,3,0,1,2013,0,70111.0,134.0,74915.0,143.0,61243.0,216.0,104057.0,415.0,95441.0,414.0,76430.42857142857,6780.86658319223,2013-01-17,70391.0
2013-01-18,43.0,182.0,12.13,0,72639.0,0,4,0,1,2013,0,70391.0,130.0,82048.0,181.0,88401.0,221.0,103119.0,423.0,127238.0,500.0,75784.14285714286,7154.663826917097,2013-01-18,72639.0
2013-01-19,103.0,1010.0,15.05,1,153503.66,0,5,1,1,2013,0,72639.0,182.0,79905.0,273.0,79165.0,315.0,114553.0,483.0,153503.66,741.0,74440.0,6647.609394863116,2013-01-19,153503.66
2013-01-20,75.0,794.0,17.95,1,87423.0,0,6,1,1,2013,0,153503.66,1010.0,81254.0,225.0,86869.0,207.0,103833.0,462.0,136464.0,741.0,84954.09428571428,30855.893875274996,2013-01-20,87423.0
2013-01-21,45.0,581.0,13.11,1,90523.0,1,0,0,1,2013,0,87423.0,794.0,64780.0,126.0,77608.0,160.0,101981.0,389.0,92521.0,345.0,85835.37999999999,30820.6783052786,2013-01-21,90523.0
2013-01-22,18.0,100.0,17.32,0,58552.0,0,1,0,1,2013,0,90523.0,581.0,82000.0,139.0,82376.0,122.0,90940.0,224.0,43814.17,92.52,89512.95142857141,29392.341123210736,2013-01-22,58552.0
2013-01-23,16.0,122.0,15.72,0,55688.0,0,2,0,1,2013,0,58552.0,100.0,70111.0,134.0,79878.0,155.0,92188.0,298.0,124572.0,721.0,86163.23714285714,31641.350249955012,2013-01-23,55688.0
2013-01-24,25.0,105.0,9.87,0,55406.0,0,3,0,1,2013,0,55688.0,122.0,70391.0,130.0,74915.0,143.0,61243.0,216.0,104057.0,415.0,84102.80857142856,33287.63152228145,2013-01-24,55406.0
2013-01-25,24.0,108.0,10.97,0,60298.0,0,4,0,1,2013,0,55406.0,105.0,72639.0,182.0,82048.0,181.0,88401.0,221.0,103119.0,423.0,81962.09428571428,34765.43541722008,2013-01-25,60298.0
2013-01-26,22.0,222.0,8.93,0,68043.0,0,5,1,1,2013,0,60298.0,108.0,153503.66,1010.0,79905.0,273.0,79165.0,315.0,114553.0,483.0,80199.09428571428,35619.44391680243,2013-01-26,68043.0
2013-01-27,37.0,182.0,14.66,0,55481.0,0,6,1,1,2013,0,68043.0,222.0,87423.0,794.0,81254.0,225.0,86869.0,207.0,103833.0,462.0,67990.42857142857,14962.839267745545,2013-01-27,55481.0
2013-01-28,17.0,92.52,15.16,0,50500.0,0,0,0,1,2013,0,55481.0,182.0,90523.0,581.0,64780.0,126.0,77608.0,160.0,101981.0,389.0,63427.28571428572,12756.857080466034,2013-01-28,50500.0
2013-01-29,27.0,92.52,7.94,0,51493.0,0,1,0,1,2013,0,50500.0,92.52,58552.0,100.0,82000.0,139.0,82376.0,122.0,90940.0,224.0,57709.71428571428,5485.238333148096,2013-01-29,51493.0
2013-01-30,22.0,105.0,9.26,0,53103.0,0,2,0,1,2013,0,51493.0,92.52,55688.0,122.0,70111.0,134.0,79878.0,155.0,92188.0,298.0,56701.28571428572,5935.017992511687,2013-01-30,53103.0
2013-01-31,33.0,143.0,7.75,0,44946.0,0,3,0,1,2013,0,53103.0,105.0,55406.0,105.0,70391.0,130.0,74915.0,143.0,61243.0,216.0,56332.0,6087.0482720835735,2013-01-31,44946.0
2013-02-01,32.0,173.0,11.58,0,56644.0,0,4,0,2,2013,0,44946.0,143.0,60298.0,108.0,72639.0,182.0,82048.0,181.0,88401.0,221.0,54837.71428571428,7477.3684255517155,2013-02-01,56644.0
2013-02-02,30.0,283.0,8.24,0,61963.0,0,5,1,2,2013,0,56644.0,173.0,68043.0,222.0,153503.66,1010.0,79905.0,273.0,79165.0,315.0,54315.71428571428,7153.167030863869,2013-02-02,61963.0
2013-02-03,15.0,156.0,7.23,0,57455.0,0,6,1,2,2013,0,61963.0,283.0,55481.0,182.0,87423.0,794.0,81254.0,225.0,86869.0,207.0,53447.142857142855,5350.5215144133235,2013-02-03,57455.0
2013-02-04,15.0,117.0,9.98,0,45633.0,0,0,0,2,2013,0,57455.0,156.0,50500.0,92.52,90523.0,581.0,64780.0,126.0,77608.0,160.0,53729.142857142855,5524.764834470315,2013-02-04,45633.0
2013-02-05,16.0,117.0,7.21,0,46066.0,0,1,0,2,2013,0,45633.0,117.0,51493.0,92.52,58552.0,100.0,82000.0,139.0,82376.0,122.0,53033.857142857145,6256.654708617583,2013-02-05,46066.0
2013-02-06,20.0,114.0,6.6,0,53132.0,0,2,0,2,2013,0,46066.0,117.0,53103.0,105.0,55688.0,122.0,70111.0,134.0,79878.0,155.0,52258.57142857143,6792.688295934375,2013-02-06,53132.0
2013-02-07,24.0,114.0,12.26,0,49638.0,0,3,0,2,2013,0,53132.0,114.0,44946.0,143.0,55406.0,105.0,70391.0,130.0,74915.0,143.0,52262.71428571428,6793.2979647668035,2013-02-07,49638.0
2013-02-08,46.0,191.0,17.0,0,56361.0,0,4,0,2,2013,0,49638.0,114.0,56644.0,173.0,60298.0,108.0,72639.0,182.0,82048.0,181.0,52933.0,6152.278981538152,2013-02-08,56361.0
2013-02-09,26.0,326.0,16.27,0,80969.0,0,5,1,2,2013,0,56361.0,191.0,61963.0,283.0,68043.0,222.0,153503.66,1010.0,79905.0,273.0,52892.57142857143,6124.696478388983,2013-02-09,80969.0
2013-02-10,24.0,235.0,16.96,0,67314.0,0,6,1,2,2013,0,80969.0,326.0,57455.0,156.0,55481.0,182.0,87423.0,794.0,81254.0,225.0,55607.71428571428,12107.026908842554,2013-02-10,67314.0
2013-02-11,21.0,140.0,14.94,0,43814.17,0,0,0,2,2013,0,67314.0,235.0,45633.0,117.0,50500.0,92.52,90523.0,581.0,64780.0,126.0,57016.142857142855,12904.905829807492,2013-02-11,43814.17
2013-02-12,31.0,149.0,11.77,0,67691.0,0,1,0,2,2013,0,43814.17,140.0,46066.0,117.0,51493.0,92.52,58552.0,100.0,82000.0,139.0,56756.31,13187.513798262948,2013-02-12,67691.0
2013-02-13,17.0,140.0,15.71,0,45803.0,0,2,0,2,2013,0,67691.0,149.0,53132.0,114.0,53103.0,105.0,55688.0,122.0,70111.0,134.0,59845.595714285715,12792.849793307865,2013-02-13,45803.0
2013-02-14,28.0,188.0,10.42,0,58641.0,0,3,0,2,2013,0,45803.0,140.0,49638.0,114.0,44946.0,143.0,55406.0,105.0,70391.0,130.0,58798.595714285715,13701.524848137788,2013-02-14,58641.0
2013-02-15,34.0,196.0,10.44,0,51558.0,0,4,0,2,2013,0,58641.0,188.0,56361.0,191.0,56644.0,173.0,60298.0,108.0,72639.0,182.0,60084.73857142857,13108.01203723977,2013-02-15,51558.0
2013-02-16,106.0,1190.0,11.69,1,153503.66,0,5,1,2,2013,0,51558.0,196.0,80969.0,326.0,61963.0,283.0,68043.0,222.0,153503.66,1010.0,59398.595714285715,13456.493940255654,2013-02-16,153503.66
2013-02-17,48.0,902.0,11.79,1,118496.0,0,6,1,2,2013,0,153503.66,1190.0,67314.0,235.0,57455.0,156.0,55481.0,182.0,87423.0,794.0,69760.69,38134.265370861765,2013-02-17,118496.0
2013-02-18,42.0,759.0,14.1,1,113859.0,1,0,0,2,2013,0,118496.0,902.0,43814.17,140.0,45633.0,117.0,50500.0,92.52,90523.0,581.0,77072.40428571429,42269.47117506993,2013-02-18,113859.0
2013-02-19,30.0,96.0,11.65,0,44020.0,0,1,0,2,2013,0,113859.0,759.0,67691.0,149.0,46066.0,117.0,51493.0,92.52,58552.0,100.0,87078.80857142857,41365.2344968153,2013-02-19,44020.0
2013-02-20,20.0,118.0,12.93,0,43814.17,0,2,0,2,2013,0,44020.0,96.0,45803.0,140.0,53132.0,114.0,53103.0,105.0,55688.0,122.0,83697.23714285715,44091.995583026874,2013-02-20,43814.17
2013-02-21,33.0,100.0,9.65,0,47280.0,0,3,0,2,2013,0,43814.17,118.0,58641.0,188.0,49638.0,114.0,44946.0,143.0,55406.0,105.0,83413.11857142858,44382.326098546095,2013-02-21,47280.0
2013-02-22,44.0,140.0,10.13,0,49506.0,0,4,0,2,2013,0,47280.0,100.0,51558.0,196.0,56361.0,191.0,56644.0,173.0,60298.0,108.0,81790.11857142858,45629.3960725724,2013-02-22,49506.0
2013-02-23,38.0,240.0,10.59,0,62562.0,0,5,1,2,2013,0,49506.0,140.0,153503.66,1190.0,80969.0,326.0,61963.0,283.0,68043.0,222.0,81496.97571428573,45861.98953592616,2013-02-23,62562.0
2013-02-24,29.0,170.0,7.73,0,48780.0,0,6,1,2,2013,0,62562.0,240.0,118496.0,902.0,67314.0,235.0,57455.0,156.0,55481.0,182.0,68505.31,33196.43450336257,2013-02-24,48780.0
2013-02-25,29.0,105.0,7.63,0,54579.0,0,0,0,2,2013,0,48780.0,170.0,113859.0,759.0,43814.17,140.0,45633.0,117.0,50500.0,92.52,58545.881428571425,25191.621715862017,2013-02-25,54579.0
2013-02-26,15.0,96.0,8.0,0,53930.0,0,1,0,2,2013,0,54579.0,105.0,44020.0,96.0,67691.0,149.0,46066.0,117.0,51493.0,92.52,50077.31,6606.625158836999,2013-02-26,53930.0
2013-02-27,23.0,105.0,8.38,0,56624.0,0,2,0,2,2013,0,53930.0,96.0,43814.17,118.0,45803.0,140.0,53132.0,114.0,53103.0,105.0,51493.02428571428,6137.4188815391235,2013-02-27,56624.0
2013-02-28,36.0,118.0,11.11,0,50793.0,0,3,0,2,2013,0,56624.0,105.0,47280.0,100.0,58641.0,188.0,49638.0,114.0,44946.0,143.0,53323.0,5321.777491278394,2013-02-28,50793.0
2013-03-01,29.0,166.0,8.41,0,62563.0,0,4,0,3,2013,1,50793.0,118.0,49506.0,140.0,51558.0,196.0,56361.0,191.0,56644.0,173.0,53824.857142857145,4796.664133492609,2013-03-01,62563.0
2013-03-02,29.0,253.0,7.37,0,73088.0,0,5,1,3,2013,1,62563.0,166.0,62562.0,240.0,153503.66,1190.0,80969.0,326.0,61963.0,283.0,55690.142857142855,5344.709204082176,2013-03-02,73088.0
2013-03-03,25.0,166.0,8.99,0,54216.0,0,6,1,3,2013,1,73088.0,253.0,48780.0,170.0,118496.0,902.0,67314.0,235.0,57455.0,156.0,57193.857142857145,8276.778911078098,2013-03-03,54216.0
2013-03-04,24.0,114.0,6.47,0,65566.0,0,0,0,3,2013,1,54216.0,166.0,54579.0,105.0,113859.0,759.0,43814.17,140.0,45633.0,117.0,57970.42857142857,7581.596288758993,2013-03-04,65566.0
2013-03-05,17.0,92.52,9.11,0,45190.0,0,1,0,3,2013,1,65566.0,114.0,53930.0,96.0,44020.0,96.0,67691.0,149.0,46066.0,117.0,59540.0,7893.347937768627,2013-03-05,45190.0
2013-03-06,19.0,105.0,9.96,0,65256.0,0,2,0,3,2013,1,45190.0,92.52,56624.0,105.0,43814.17,118.0,45803.0,140.0,53132.0,114.0,58291.42857142857,9463.680888131781,2013-03-06,65256.0
2013-03-07,26.0,114.0,9.14,0,58460.0,0,3,0,3,2013,1,65256.0,105.0,50793.0,118.0,47280.0,100.0,58641.0,188.0,49638.0,114.0,59524.57142857143,9767.701740211147,2013-03-07,58460.0
2013-03-08,27.0,141.0,12.52,0,63427.0,0,4,0,3,2013,1,58460.0,114.0,62563.0,166.0,49506.0,140.0,51558.0,196.0,56361.0,191.0,60619.857142857145,9027.21257141612,2013-03-08,63427.0
2013-03-09,26.0,294.0,8.63,0,74105.0,0,5,1,3,2013,1,63427.0,141.0,73088.0,253.0,62562.0,240.0,153503.66,1190.0,80969.0,326.0,60743.28571428572,9064.040723546239,2013-03-09,74105.0
2013-03-10,61.0,206.0,10.32,0,51200.0,0,6,1,3,2013,1,74105.0,294.0,54216.0,166.0,48780.0,170.0,118496.0,902.0,67314.0,235.0,60888.57142857143,9299.970319973625,2013-03-10,51200.0
2013-03-11,16.0,114.0,10.81,0,61658.0,0,0,0,3,2013,1,51200.0,206.0,65566.0,114.0,54579.0,105.0,113859.0,759.0,43814.17,140.0,60457.71428571428,9720.960424332465,2013-03-11,61658.0
2013-03-12,18.0,105.0,10.13,0,52338.0,0,1,0,3,2013,1,61658.0,114.0,45190.0,92.52,53930.0,96.0,44020.0,96.0,67691.0,149.0,59899.42857142857,9488.121975346708,2013-03-12,52338.0
2013-03-13,20.0,118.0,9.13,0,50639.0,0,2,0,3,2013,1,52338.0,105.0,65256.0,105.0,56624.0,105.0,43814.17,118.0,45803.0,140.0,60920.57142857143,7891.509527274041,2013-03-13,50639.0
2013-03-14,41.0,136.0,10.87,0,55281.0,0,3,0,3,2013,1,50639.0,118.0,58460.0,114.0,50793.0,118.0,47280.0,100.0,58641.0,188.0,58832.42857142857,8466.088448572771,2013-03-14,55281.0
2013-03-15,44.0,184.0,9.51,0,64014.0,0,4,0,3,2013,1,55281.0,136.0,63427.0,141.0,62563.0,166.0,49506.0,140.0,51558.0,196.0,58378.28571428572,8573.973635647108,2013-03-15,64014.0
2013-03-16,41.0,328.0,13.91,0,97248.0,0,5,1,3,2013,1,64014.0,184.0,74105.0,294.0,73088.0,253.0,62562.0,240.0,153503.66,1190.0,58462.142857142855,8634.240739223507,2013-03-16,97248.0
2013-03-17,37.0,233.0,16.82,0,72894.0,0,6,1,3,2013,1,97248.0,328.0,51200.0,206.0,54216.0,166.0,48780.0,170.0,118496.0,902.0,61768.28571428572,16484.489424044586,2013-03-17,72894.0
2013-03-18,21.0,145.0,6.67,0,57391.0,0,0,0,3,2013,1,72894.0,233.0,61658.0,114.0,65566.0,114.0,54579.0,105.0,113859.0,759.0,64867.42857142857,16203.345332134028,2013-03-18,57391.0
2013-03-19,15.0,114.0,8.32,0,68274.0,0,1,0,3,2013,1,57391.0,145.0,52338.0,105.0,45190.0,92.52,53930.0,96.0,44020.0,96.0,64257.857142857145,16422.98141252675,2013-03-19,68274.0
2013-03-20,25.0,141.0,6.59,0,57489.0,0,2,0,3,2013,1,68274.0,114.0,50639.0,118.0,65256.0,105.0,56624.0,105.0,43814.17,118.0,66534.42857142857,15578.044794487396,2013-03-20,57489.0
2013-03-21,34.0,154.0,7.24,0,52470.0,0,3,0,3,2013,1,57489.0,141.0,55281.0,136.0,58460.0,114.0,50793.0,118.0,47280.0,100.0,67513.0,14597.401549591215,2013-03-21,52470.0
2013-03-22,51.0,207.0,9.59,0,58655.0,0,4,0,3,2013,1,52470.0,154.0,64014.0,184.0,63427.0,141.0,62563.0,166.0,49506.0,140.0,67111.42857142857,15022.460959700391,2013-03-22,58655.0
2013-03-23,34.0,281.0,6.91,0,69722.0,0,5,1,3,2013,1,58655.0,207.0,97248.0,328.0,74105.0,294.0,73088.0,253.0,62562.0,240.0,66345.85714285714,15339.819766744284,2013-03-23,69722.0
2013-03-24,27.0,215.0,6.75,0,79295.0,0,6,1,3,2013,1,69722.0,281.0,72894.0,233.0,51200.0,206.0,54216.0,166.0,48780.0,170.0,62413.57142857143,7746.786793184409,2013-03-24,79295.0
2013-03-25,23.0,171.0,8.53,0,69379.0,0,0,0,3,2013,1,79295.0,215.0,57391.0,145.0,61658.0,114.0,65566.0,114.0,54579.0,105.0,63328.0,9392.960342725217,2013-03-25,69379.0
2013-03-26,18.0,158.0,9.55,0,63557.0,0,1,0,3,2013,1,69379.0,171.0,68274.0,114.0,52338.0,105.0,45190.0,92.52,53930.0,96.0,65040.57142857143,9221.375075644773,2013-03-26,63557.0
2013-03-27,24.0,167.0,8.31,0,60798.0,0,2,0,3,2013,1,63557.0,158.0,57489.0,141.0,50639.0,118.0,65256.0,105.0,56624.0,105.0,64366.71428571428,9117.473054787186,2013-03-27,60798.0
2013-03-28,29.0,180.0,6.88,0,64010.0,0,3,0,3,2013,1,60798.0,167.0,52470.0,154.0,55281.0,136.0,58460.0,114.0,50793.0,118.0,64839.42857142857,8781.025430953721,2013-03-28,64010.0
2013-03-29,37.0,251.0,8.13,0,79834.0,0,4,0,3,2013,1,64010.0,180.0,58655.0,207.0,64014.0,184.0,63427.0,141.0,62563.0,166.0,66488.0,6967.772480021249,2013-03-29,79834.0
2013-03-30,29.0,317.0,7.97,0,82225.0,0,5,1,3,2013,1,79834.0,251.0,69722.0,281.0,97248.0,328.0,74105.0,294.0,73088.0,253.0,69513.57142857143,7571.661747533054,2013-03-30,82225.0
