Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,Store,DayOfWeek,Month,DayOfMonth,IsWeekend,pr,TouristEvent_Bin,Sales_Lag7,Customers_Lag7
2014-03-08,12,121,10.08,No,29737,Baltimore,5,3,8,1,0.1008,0,28151.0,107.0
2014-03-09,20,87,11.46,No,29047,Baltimore,6,3,9,1,0.11460000000000001,0,25746.0,86.0
2014-03-10,15,55,8.65,No,28847,Baltimore,0,3,10,0,0.08650000000000001,0,24030.0,51.0
2014-03-11,7,49,7.27,No,27899,Baltimore,1,3,11,0,0.0727,0,23137.0,49.0
2014-03-12,12,55,7.71,No,22880,Baltimore,2,3,12,0,0.0771,0,27313.0,53.0
2014-03-13,15,59,11.38,No,24628,Baltimore,3,3,13,0,0.11380000000000001,0,24614.0,58.0
2014-03-14,15,100,9.12,No,28430,Baltimore,4,3,14,0,0.09119999999999999,0,26449.0,68.0
2014-03-15,14,149,11.69,No,31787,Baltimore,5,3,15,1,0.11689999999999999,0,29737.0,121.0
2014-03-16,12,110,9.8,No,28834,Baltimore,6,3,16,1,0.098,0,29047.0,87.0
2014-03-17,7,66,8.17,No,25385,Baltimore,0,3,17,0,0.0817,0,28847.0,55.0
2014-03-18,7,57,10.9,No,28065,Baltimore,1,3,18,0,0.109,0,27899.0,49.0
2014-03-19,10,72,7.31,No,25963,Baltimore,2,3,19,0,0.0731,0,22880.0,55.0
2014-03-20,17,68,9.91,No,32197,Baltimore,3,3,20,0,0.09910000000000001,0,24628.0,59.0
2014-03-21,16,93,9.1,No,25731,Baltimore,4,3,21,0,0.091,0,28430.0,100.0
2014-03-22,20,146,9.57,No,28380,Baltimore,5,3,22,1,0.09570000000000001,0,31787.0,149.0
2014-03-23,15,106,11.24,No,29144,Baltimore,6,3,23,1,0.1124,0,28834.0,110.0
2014-03-24,7,59,8.71,No,28113,Baltimore,0,3,24,0,0.08710000000000001,0,25385.0,66.0
2014-03-25,8,72,11.82,No,22878,Baltimore,1,3,25,0,0.1182,0,28065.0,57.0
2014-03-26,12,74,9.19,No,27539,Baltimore,2,3,26,0,0.0919,0,25963.0,72.0
2014-03-27,22,84,10.69,No,24128,Baltimore,3,3,27,0,0.1069,0,32197.0,68.0
2014-03-28,19,107,14.69,No,31896,Baltimore,4,3,28,0,0.1469,0,25731.0,93.0
2014-03-29,18,154,12.98,No,40802,Baltimore,5,3,29,1,0.1298,0,28380.0,146.0
2014-03-30,13,107,15.24,No,35916,Baltimore,6,3,30,1,0.1524,0,29144.0,106.0
2014-03-31,10,78,7.22,No,30372,Baltimore,0,3,31,0,0.0722,0,28113.0,59.0
2014-04-01,8,61,12.37,No,24108,Baltimore,1,4,1,0,0.12369999999999999,0,22878.0,72.0
2014-04-02,12,71,8.54,No,26423,Baltimore,2,4,2,0,0.08539999999999999,0,27539.0,74.0
2014-04-03,13,67,11.82,No,25788,Baltimore,3,4,3,0,0.1182,0,24128.0,84.0
2014-04-04,21,86,11.61,No,28684,Baltimore,4,4,4,0,0.1161,0,31896.0,107.0
2014-04-05,13,147,11.46,No,35827,Baltimore,5,4,5,1,0.11460000000000001,0,40802.0,154.0
2014-04-06,16,117,9.7,No,21735,Baltimore,6,4,6,1,0.09699999999999999,0,35916.0,107.0
2014-04-07,8,61,9.65,No,18379,Baltimore,0,4,7,0,0.0965,0,30372.0,78.0
2014-04-08,10,67,9.21,No,27845,Baltimore,1,4,8,0,0.09210000000000002,0,24108.0,61.0
2014-04-09,11,67,10.09,No,27358,Baltimore,2,4,9,0,0.1009,0,26423.0,71.0
2014-04-10,15,69,11.02,No,24175,Baltimore,3,4,10,0,0.11019999999999999,0,25788.0,67.0
2014-04-11,19,100,7.87,No,28800,Baltimore,4,4,11,0,0.0787,0,28684.0,86.0
2014-04-12,15,155,7.75,No,32487,Baltimore,5,4,12,1,0.0775,0,35827.0,147.0
2014-04-13,17,111,10.17,No,35498,Baltimore,6,4,13,1,0.1017,0,21735.0,117.0
2014-04-14,8,73,7.08,No,26955,Baltimore,0,4,14,0,0.0708,0,18379.0,61.0
2014-04-15,10,88,7.66,No,32791,Baltimore,1,4,15,0,0.0766,0,27845.0,67.0
2014-04-16,10,82,9.91,No,27527,Baltimore,2,4,16,0,0.09910000000000001,0,27358.0,67.0
2014-04-17,17,100,7.96,No,30338,Baltimore,3,4,17,0,0.0796,0,24175.0,69.0
2014-04-18,24,152,14.04,No,44844,Baltimore,4,4,18,0,0.1404,0,28800.0,100.0
2014-04-19,19,179,17.0,No,36947,Baltimore,5,4,19,1,0.17,0,32487.0,155.0
2014-04-20,6,0,,No,21268,Baltimore,6,4,20,1,,0,35498.0,111.0
2014-04-21,8,77,16.62,No,33607,Baltimore,0,4,21,0,0.16620000000000001,0,26955.0,73.0
2014-04-22,8,77,8.61,No,23092,Baltimore,1,4,22,0,0.0861,0,32791.0,88.0
2014-04-23,10,73,9.2,No,32375,Baltimore,2,4,23,0,0.092,0,27527.0,82.0
2014-04-24,17,96,10.56,No,28846,Baltimore,3,4,24,0,0.1056,0,30338.0,100.0
2014-04-25,19,104,7.4,No,31664,Baltimore,4,4,25,0,0.07400000000000001,0,44844.0,152.0
2014-04-26,20,160,8.44,No,39987,Baltimore,5,4,26,1,0.08439999999999999,0,36947.0,179.0
2014-04-27,13,104,8.76,No,33046,Baltimore,6,4,27,1,0.0876,0,21268.0,0.0
2014-04-28,8,64,7.26,No,28579,Baltimore,0,4,28,0,0.0726,0,33607.0,77.0
2014-04-29,8,50,8.53,No,20979,Baltimore,1,4,29,0,0.08529999999999999,0,23092.0,77.0
2014-04-30,12,68,7.17,No,27203,Baltimore,2,4,30,0,0.0717,0,32375.0,73.0
2014-05-01,13,68,9.09,No,32355,Baltimore,3,5,1,0,0.0909,0,28846.0,96.0
2014-05-02,15,95,8.66,No,27610,Baltimore,4,5,2,0,0.0866,0,31664.0,104.0
2014-05-03,12,139,9.12,No,35397,Baltimore,5,5,3,1,0.09119999999999999,0,39987.0,160.0
2014-05-04,13,99,11.02,No,28691,Baltimore,6,5,4,1,0.11019999999999999,0,33046.0,104.0
2014-05-05,7,53,9.55,No,24988,Baltimore,0,5,5,0,0.0955,0,28579.0,64.0
2014-05-06,7,52,10.99,No,24333,Baltimore,1,5,6,0,0.1099,0,20979.0,50.0
2014-05-07,8,56,10.43,No,31478,Baltimore,2,5,7,0,0.1043,0,27203.0,68.0
2014-05-08,12,70,7.22,No,26659,Baltimore,3,5,8,0,0.0722,0,32355.0,68.0
2014-05-09,17,93,14.27,No,30153,Baltimore,4,5,9,0,0.1427,0,27610.0,95.0
2014-05-10,16,142,13.37,No,31718,Baltimore,5,5,10,1,0.13369999999999999,0,35397.0,139.0
2014-05-11,12,117,11.88,No,29969,Baltimore,6,5,11,1,0.1188,0,28691.0,99.0
2014-05-12,13,59,11.21,No,29371,Baltimore,0,5,12,0,0.1121,0,24988.0,53.0
2014-05-13,7,62,8.45,No,26777,Baltimore,1,5,13,0,0.08449999999999999,0,24333.0,52.0
2014-05-14,10,64,12.66,No,22342,Baltimore,2,5,14,0,0.1266,0,31478.0,56.0
2014-05-15,14,82,10.46,No,22544,Baltimore,3,5,15,0,0.10460000000000001,0,26659.0,70.0
2014-05-16,14,96,10.81,No,29088,Baltimore,4,5,16,0,0.1081,0,30153.0,93.0
2014-05-17,12,138,10.65,No,34437,Baltimore,5,5,17,1,0.1065,0,31718.0,142.0
2014-05-18,15,109,10.06,No,32105,Baltimore,6,5,18,1,0.10060000000000001,0,29969.0,117.0
2014-05-19,7,72,10.31,No,26032,Baltimore,0,5,19,0,0.10310000000000001,0,29371.0,59.0
2014-05-20,7,71,7.9,No,28459,Baltimore,1,5,20,0,0.079,0,26777.0,62.0
2014-05-21,9,80,9.22,No,32291,Baltimore,2,5,21,0,0.0922,0,22342.0,64.0
2014-05-22,16,82,9.26,No,28053,Baltimore,3,5,22,0,0.0926,0,22544.0,82.0
2014-05-23,13,106,8.31,No,30731,Baltimore,4,5,23,0,0.08310000000000001,0,29088.0,96.0
2014-05-24,50,574,9.74,Yes,58328,Baltimore,5,5,24,1,0.0974,1,34437.0,138.0
2014-05-25,45,467,10.08,Yes,49652,Baltimore,6,5,25,1,0.1008,1,32105.0,109.0
2014-05-26,29,441,12.26,Yes,60625,Baltimore,0,5,26,0,0.1226,1,26032.0,72.0
2014-05-27,14,57,12.0,No,25394,Baltimore,1,5,27,0,0.12,0,28459.0,71.0
2014-05-28,8,75,11.22,No,29732,Baltimore,2,5,28,0,0.11220000000000001,0,32291.0,80.0
2014-05-29,12,63,11.69,No,24520,Baltimore,3,5,29,0,0.11689999999999999,0,28053.0,82.0
2014-05-30,16,80,13.76,No,25364,Baltimore,4,5,30,0,0.1376,0,30731.0,106.0
2014-05-31,16,128,8.66,No,27963,Baltimore,5,5,31,1,0.0866,0,58328.0,574.0
2014-06-01,12,95,11.66,No,28911,Baltimore,6,6,1,1,0.1166,0,49652.0,467.0
2014-06-02,15,61,8.22,No,30687,Baltimore,0,6,2,0,0.08220000000000001,0,60625.0,441.0
2014-06-03,9,73,9.69,No,25898,Baltimore,1,6,3,0,0.0969,0,25394.0,57.0
2014-06-04,11,71,11.74,No,19439,Baltimore,2,6,4,0,0.1174,0,29732.0,75.0
2014-06-05,14,69,10.58,No,26316,Baltimore,3,6,5,0,0.1058,0,24520.0,63.0
2014-06-06,17,77,12.31,No,29047,Baltimore,4,6,6,0,0.1231,0,25364.0,80.0
2014-06-07,16,118,12.42,No,23995,Baltimore,5,6,7,1,0.1242,0,27963.0,128.0
2014-06-08,14,97,9.95,No,26657,Baltimore,6,6,8,1,0.09949999999999999,0,28911.0,95.0
2014-06-09,7,61,13.05,No,25653,Baltimore,0,6,9,0,0.1305,0,30687.0,61.0
2014-06-10,9,65,12.81,No,25444,Baltimore,1,6,10,0,0.1281,0,25898.0,73.0
2014-06-11,10,71,11.34,No,21892,Baltimore,2,6,11,0,0.1134,0,19439.0,71.0
2014-06-12,14,65,11.5,No,29002,Baltimore,3,6,12,0,0.115,0,26316.0,69.0
2014-06-13,15,89,13.38,No,29613,Baltimore,4,6,13,0,0.1338,0,29047.0,77.0
2014-06-14,14,125,11.96,No,26359,Baltimore,5,6,14,1,0.11960000000000001,0,23995.0,118.0
2012-07-01,35,319,9.76,No,74455,Lancaster,6,7,1,1,0.09759999999999999,0,74455.0,319.0
2012-07-02,22,285,8.47,No,74705,Lancaster,0,7,2,0,0.08470000000000001,0,74455.0,319.0
2012-07-03,26,346,8.77,No,66793,Lancaster,1,7,3,0,0.0877,0,74455.0,319.0
2012-07-04,30,341,9.88,No,78958,Lancaster,2,7,4,0,0.09880000000000001,0,74455.0,319.0
2012-07-05,29,290,9.6,No,67374,Lancaster,3,7,5,0,0.096,0,74455.0,319.0
2012-07-06,45,328,11.79,No,80129,Lancaster,4,7,6,0,0.11789999999999999,0,74455.0,319.0
2012-07-07,41,489,8.25,No,79426,Lancaster,5,7,7,1,0.0825,0,74455.0,319.0
2012-07-08,39,322,10.84,No,81983,Lancaster,6,7,8,1,0.1084,0,74455.0,319.0
2012-07-09,24,233,9.12,No,81009,Lancaster,0,7,9,0,0.09119999999999999,0,74705.0,285.0
2012-07-10,19,233,6.84,No,67071,Lancaster,1,7,10,0,0.0684,0,66793.0,346.0
2012-07-11,29,249,10.78,No,86437,Lancaster,2,7,11,0,0.10779999999999999,0,78958.0,341.0
2012-07-12,46,270,8.87,No,92355,Lancaster,3,7,12,0,0.08869999999999999,0,67374.0,290.0
2012-07-13,45,281,7.49,No,80387,Lancaster,4,7,13,0,0.07490000000000001,0,80129.0,328.0
2012-07-14,40,364,9.59,No,82752,Lancaster,5,7,14,1,0.0959,0,79426.0,489.0
2012-07-15,44,276,6.94,No,77308,Lancaster,6,7,15,1,0.0694,0,81983.0,322.0
2012-07-16,19,236,9.42,No,71923,Lancaster,0,7,16,0,0.0942,0,81009.0,233.0
2012-07-17,26,247,7.49,No,57302,Lancaster,1,7,17,0,0.07490000000000001,0,67071.0,233.0
2012-07-18,18,258,6.23,No,78192,Lancaster,2,7,18,0,0.0623,0,86437.0,249.0
2012-07-19,31,286,8.8,No,77528,Lancaster,3,7,19,0,0.08800000000000001,0,92355.0,270.0
2012-07-20,42,285,8.31,No,73533,Lancaster,4,7,20,0,0.08310000000000001,0,80387.0,281.0
2012-07-21,41,399,6.69,No,76333,Lancaster,5,7,21,1,0.0669,0,82752.0,364.0
2012-07-22,43,290,6.01,No,61181,Lancaster,6,7,22,1,0.0601,0,77308.0,276.0
2012-07-23,31,241,7.88,No,74311,Lancaster,0,7,23,0,0.0788,0,71923.0,236.0
2012-07-24,34,240,6.68,No,73508,Lancaster,1,7,24,0,0.0668,0,57302.0,247.0
2012-07-25,29,266,6.1,No,76533,Lancaster,2,7,25,0,0.061,0,78192.0,258.0
2012-07-26,32,272,10.71,No,58962,Lancaster,3,7,26,0,0.10710000000000001,0,77528.0,286.0
2012-07-27,41,309,7.74,No,81790,Lancaster,4,7,27,0,0.0774,0,73533.0,285.0
2012-07-28,51,390,9.68,No,86450,Lancaster,5,7,28,1,0.0968,0,76333.0,399.0
2012-07-29,37,276,9.63,No,69722,Lancaster,6,7,29,1,0.09630000000000001,0,61181.0,290.0
2012-07-30,19,233,5.83,No,87795,Lancaster,0,7,30,0,0.0583,0,74311.0,241.0
2012-07-31,21,221,7.75,No,75027,Lancaster,1,7,31,0,0.0775,0,73508.0,240.0
2012-08-01,22,281,7.78,No,76894,Lancaster,2,8,1,0,0.07780000000000001,0,76533.0,266.0
2012-08-02,33,286,9.55,No,70693,Lancaster,3,8,2,0,0.0955,0,58962.0,272.0
2012-08-03,39,297,11.34,No,76223,Lancaster,4,8,3,0,0.1134,0,81790.0,309.0
2012-08-04,28,398,8.12,No,81892,Lancaster,5,8,4,1,0.0812,0,86450.0,390.0
2012-08-05,44,312,9.51,No,73603,Lancaster,6,8,5,1,0.0951,0,69722.0,276.0
2012-08-06,24,220,10.61,No,67039,Lancaster,0,8,6,0,0.1061,0,87795.0,233.0
2012-08-07,18,219,8.54,No,67392,Lancaster,1,8,7,0,0.08539999999999999,0,75027.0,221.0
2012-08-08,24,262,9.89,No,68397,Lancaster,2,8,8,0,0.0989,0,76894.0,281.0
2012-08-09,36,241,8.53,No,69336,Lancaster,3,8,9,0,0.08529999999999999,0,70693.0,286.0
2012-08-10,48,321,13.51,No,91534,Lancaster,4,8,10,0,0.1351,0,76223.0,297.0
2012-08-11,31,368,11.31,No,68738,Lancaster,5,8,11,1,0.1131,0,81892.0,398.0
2012-08-12,34,314,8.22,No,62394,Lancaster,6,8,12,1,0.08220000000000001,0,73603.0,312.0
2012-08-13,25,229,10.04,No,75697,Lancaster,0,8,13,0,0.10039999999999999,0,67039.0,220.0
2012-08-14,27,218,8.28,No,66363,Lancaster,1,8,14,0,0.0828,0,67392.0,219.0
2012-08-15,30,228,8.8,No,69877,Lancaster,2,8,15,0,0.08800000000000001,0,68397.0,262.0
2012-08-16,56,319,8.09,No,86485,Lancaster,3,8,16,0,0.0809,0,69336.0,241.0
2012-08-17,43,302,9.06,No,61505,Lancaster,4,8,17,0,0.0906,0,91534.0,321.0
2012-08-18,45,360,6.77,No,76455,Lancaster,5,8,18,1,0.0677,0,68738.0,368.0
2012-08-19,39,275,9.29,No,73931,Lancaster,6,8,19,1,0.0929,0,62394.0,314.0
2012-08-20,27,180,8.59,No,53599,Lancaster,0,8,20,0,0.0859,0,75697.0,229.0
2012-08-21,24,211,10.57,No,74885,Lancaster,1,8,21,0,0.1057,0,66363.0,218.0
2012-08-22,23,211,10.83,No,75273,Lancaster,2,8,22,0,0.10830000000000001,0,69877.0,228.0
2012-08-23,44,237,7.61,No,71139,Lancaster,3,8,23,0,0.0761,0,86485.0,319.0
2012-08-24,47,321,12.17,No,82682,Lancaster,4,8,24,0,0.1217,0,61505.0,302.0
2012-08-25,58,430,9.17,No,83619,Lancaster,5,8,25,1,0.0917,0,76455.0,360.0
2012-08-26,43,304,13.99,No,69476,Lancaster,6,8,26,1,0.1399,0,73931.0,275.0
2012-08-27,19,204,8.81,No,72818,Lancaster,0,8,27,0,0.08810000000000001,0,53599.0,180.0
2012-08-28,18,204,10.09,No,69929,Lancaster,1,8,28,0,0.1009,0,74885.0,211.0
2012-08-29,35,172,10.27,No,71877,Lancaster,2,8,29,0,0.1027,0,75273.0,211.0
2012-08-30,49,178,9.55,No,65458,Lancaster,3,8,30,0,0.0955,0,71139.0,237.0
2012-08-31,51,271,8.68,No,66024,Lancaster,4,8,31,0,0.0868,0,82682.0,321.0
2012-09-01,45,427,12.11,No,82854,Lancaster,5,9,1,1,0.1211,0,83619.0,430.0
2012-09-02,39,369,10.25,No,97531,Lancaster,6,9,2,1,0.1025,0,69476.0,304.0
2012-09-03,18,374,9.24,No,82978,Lancaster,0,9,3,0,0.0924,0,72818.0,204.0
2012-09-04,36,146,7.64,No,62677,Lancaster,1,9,4,0,0.0764,0,69929.0,204.0
2012-09-05,28,135,7.65,No,48616,Lancaster,2,9,5,0,0.0765,0,71877.0,172.0
2012-09-06,46,181,6.49,No,64733,Lancaster,3,9,6,0,0.0649,0,65458.0,178.0
2012-09-07,35,207,7.03,No,74264,Lancaster,4,9,7,0,0.0703,0,66024.0,271.0
2012-09-08,26,278,6.4,No,74461,Lancaster,5,9,8,1,0.064,0,82854.0,427.0
2012-09-09,42,221,6.14,No,71640,Lancaster,6,9,9,1,0.061399999999999996,0,97531.0,369.0
2012-09-10,44,505,7.74,Yes,97294,Lancaster,0,9,10,0,0.0774,1,82978.0,374.0
2012-09-11,50,576,5.54,Yes,115615,Lancaster,1,9,11,0,0.0554,1,62677.0,146.0
2012-09-12,74,560,8.07,Yes,82196,Lancaster,2,9,12,0,0.08070000000000001,1,48616.0,135.0
2012-09-13,31,190,8.6,No,72926,Lancaster,3,9,13,0,0.086,0,64733.0,181.0
2012-09-14,32,210,7.87,No,61692,Lancaster,4,9,14,0,0.0787,0,74264.0,207.0
2012-09-15,51,302,8.91,No,70103,Lancaster,5,9,15,1,0.0891,0,74461.0,278.0
2012-09-16,31,220,6.67,No,64510,Lancaster,6,9,16,1,0.0667,0,71640.0,221.0
2012-09-17,17,148,5.47,No,66669,Lancaster,0,9,17,0,0.0547,0,97294.0,505.0
2012-09-18,19,133,7.85,No,65025,Lancaster,1,9,18,0,0.0785,0,115615.0,576.0
2012-09-19,21,133,5.71,No,61225,Lancaster,2,9,19,0,0.0571,0,82196.0,560.0
2012-09-20,51,184,8.9,No,69783,Lancaster,3,9,20,0,0.08900000000000001,0,72926.0,190.0
2012-09-21,45,224,8.98,No,64629,Lancaster,4,9,21,0,0.0898,0,61692.0,210.0
2012-09-22,37,355,6.35,No,79905,Lancaster,5,9,22,1,0.0635,0,70103.0,302.0
2012-09-23,45,258,9.83,No,58469,Lancaster,6,9,23,1,0.0983,0,64510.0,220.0
2012-09-24,23,142,9.17,No,61265,Lancaster,0,9,24,0,0.0917,0,66669.0,148.0
2012-09-25,30,126,7.73,No,74614,Lancaster,1,9,25,0,0.07730000000000001,0,65025.0,133.0
2012-09-26,34,142,11.11,No,69775,Lancaster,2,9,26,0,0.11109999999999999,0,61225.0,133.0
2012-09-27,39,157,6.37,No,67500,Lancaster,3,9,27,0,0.0637,0,69783.0,184.0
2012-09-28,43,217,9.32,No,75433,Lancaster,4,9,28,0,0.0932,0,64629.0,224.0
2012-09-29,55,347,8.6,No,86770,Lancaster,5,9,29,1,0.086,0,79905.0,355.0
2012-09-30,38,216,10.22,No,77541,Lancaster,6,9,30,1,0.10220000000000001,0,58469.0,258.0
2012-10-01,22,120,9.2,No,52445,Lancaster,0,10,1,0,0.092,0,61265.0,142.0
2012-10-02,33,146,6.65,No,88131,Lancaster,1,10,2,0,0.0665,0,74614.0,126.0
2012-10-03,28,135,6.74,No,67277,Lancaster,2,10,3,0,0.0674,0,69775.0,142.0
2012-10-04,39,181,11.04,No,81744,Lancaster,3,10,4,0,0.1104,0,67500.0,157.0
2012-10-05,41,220,9.21,No,85468,Lancaster,4,10,5,0,0.09210000000000002,0,75433.0,217.0
2012-10-06,136,1448,8.34,Yes,208060,Lancaster,5,10,6,1,0.0834,1,86770.0,347.0
2012-10-07,130,938,9.32,Yes,113170,Lancaster,6,10,7,1,0.0932,1,77541.0,216.0
2012-10-08,51,583,10.8,Yes,105175,Lancaster,0,10,8,0,0.10800000000000001,1,52445.0,120.0
2012-10-09,24,119,8.02,No,58771,Lancaster,1,10,9,0,0.0802,0,88131.0,146.0
2012-10-10,29,124,10.32,No,58796,Lancaster,2,10,10,0,0.1032,0,67277.0,135.0
2012-10-11,40,174,7.55,No,85021,Lancaster,3,10,11,0,0.0755,0,81744.0,181.0
2012-10-12,50,273,10.22,No,73388,Lancaster,4,10,12,0,0.10220000000000001,0,85468.0,220.0
2012-10-13,48,371,10.32,No,88712,Lancaster,5,10,13,1,0.1032,0,208060.0,1448.0
2012-10-14,41,262,6.87,No,75741,Lancaster,6,10,14,1,0.0687,0,113170.0,938.0
2012-10-15,31,133,10.8,No,51602,Lancaster,0,10,15,0,0.10800000000000001,0,105175.0,583.0
2012-10-16,25,158,7.07,No,61551,Lancaster,1,10,16,0,0.0707,0,58771.0,119.0
2012-10-17,25,143,6.07,No,57316,Lancaster,2,10,17,0,0.060700000000000004,0,58796.0,124.0
2012-10-18,61,168,12.26,No,70666,Lancaster,3,10,18,0,0.1226,0,85021.0,174.0
2012-10-19,75,236,14.05,No,76391,Lancaster,4,10,19,0,0.1405,0,73388.0,273.0
2012-10-20,75,442,14.63,No,84545,Lancaster,5,10,20,1,0.1463,0,88712.0,371.0
2012-10-21,41,270,12.34,No,104420,Lancaster,6,10,21,1,0.1234,0,75741.0,262.0
2012-10-22,32,132,6.8,No,73035,Lancaster,0,10,22,0,0.068,0,51602.0,133.0
2012-10-23,24,161,8.84,No,73809,Lancaster,1,10,23,0,0.08839999999999999,0,61551.0,158.0
2012-10-24,40,181,7.37,No,73887,Lancaster,2,10,24,0,0.0737,0,57316.0,143.0
2012-10-25,45,171,6.25,No,70738,Lancaster,3,10,25,0,0.0625,0,70666.0,168.0
2012-10-26,59,219,7.75,No,76261,Lancaster,4,10,26,0,0.0775,0,76391.0,236.0
2012-10-27,52,268,10.45,No,87596,Lancaster,5,10,27,1,0.1045,0,84545.0,442.0
2012-10-28,43,194,8.55,No,71325,Lancaster,6,10,28,1,0.0855,0,104420.0,270.0
2012-10-29,30,121,9.8,No,91751,Lancaster,0,10,29,0,0.098,0,73035.0,132.0
2012-10-30,29,141,5.64,No,79117,Lancaster,1,10,30,0,0.0564,0,73809.0,161.0
2012-10-31,32,175,6.23,No,85740,Lancaster,2,10,31,0,0.0623,0,73887.0,181.0
2012-11-01,36,169,10.31,No,79272,Lancaster,3,11,1,0,0.10310000000000001,0,70738.0,171.0
2012-11-02,55,261,5.46,No,51177,Lancaster,4,11,2,0,0.0546,0,76261.0,219.0
2012-11-03,44,367,6.38,No,104260,Lancaster,5,11,3,1,0.0638,0,87596.0,268.0
2012-11-04,39,274,9.72,No,101081,Lancaster,6,11,4,1,0.09720000000000001,0,71325.0,194.0
2012-11-05,18,130,8.6,No,78174,Lancaster,0,11,5,0,0.086,0,91751.0,121.0
2012-11-06,23,130,9.58,No,71337,Lancaster,1,11,6,0,0.0958,0,79117.0,141.0
2012-11-07,36,149,10.57,No,79913,Lancaster,2,11,7,0,0.1057,0,85740.0,175.0
2012-11-08,43,173,6.53,No,82291,Lancaster,3,11,8,0,0.0653,0,79272.0,169.0
2012-11-09,66,250,8.28,No,82617,Lancaster,4,11,9,0,0.0828,0,51177.0,261.0
2012-11-10,157,1479,10.18,Yes,173448,Lancaster,5,11,10,1,0.1018,1,104260.0,367.0
2012-11-11,190,1129,7.89,Yes,141094,Lancaster,6,11,11,1,0.0789,1,101081.0,274.0
2012-11-12,68,993,9.11,Yes,162427,Lancaster,0,11,12,0,0.0911,1,78174.0,130.0
2012-11-13,29,148,6.45,No,94505,Lancaster,1,11,13,0,0.0645,0,71337.0,130.0
2012-11-14,43,157,7.95,No,67444,Lancaster,2,11,14,0,0.0795,0,79913.0,149.0
2012-11-15,46,190,10.7,No,73742,Lancaster,3,11,15,0,0.107,0,82291.0,173.0
2012-11-16,85,280,14.53,No,100493,Lancaster,4,11,16,0,0.14529999999999998,0,82617.0,250.0
2012-11-17,89,498,19.24,No,142017,Lancaster,5,11,17,1,0.1924,0,173448.0,1479.0
2012-11-18,79,365,14.42,No,106408,Lancaster,6,11,18,1,0.1442,0,141094.0,1129.0
2012-11-19,38,247,8.53,No,80932,Lancaster,0,11,19,0,0.08529999999999999,0,162427.0,993.0
2012-11-20,33,255,14.24,No,80284,Lancaster,1,11,20,0,0.1424,0,94505.0,148.0
2012-11-21,47,279,13.66,No,101002,Lancaster,2,11,21,0,0.1366,0,67444.0,157.0
2012-11-22,32,406,14.64,No,80042,Lancaster,3,11,22,0,0.1464,0,73742.0,190.0
2012-11-23,120,1862,15.32,No,298630,Lancaster,4,11,23,0,0.1532,0,100493.0,280.0
2012-11-24,74,509,15.82,No,101387,Lancaster,5,11,24,1,0.1582,0,142017.0,498.0
2012-11-25,51,381,16.87,No,117553,Lancaster,6,11,25,1,0.16870000000000002,0,106408.0,365.0
2012-11-26,32,150,14.04,No,91151,Lancaster,0,11,26,0,0.1404,0,80932.0,247.0
2012-11-27,23,141,10.28,No,70434,Lancaster,1,11,27,0,0.10279999999999999,0,80284.0,255.0
2012-11-28,24,164,10.84,No,115107,Lancaster,2,11,28,0,0.1084,0,101002.0,279.0
2012-11-29,38,164,10.03,No,105957,Lancaster,3,11,29,0,0.1003,0,80042.0,406.0
2012-11-30,65,210,15.31,No,105142,Lancaster,4,11,30,0,0.1531,0,298630.0,1862.0
2012-12-01,63,458,10.62,No,134072,Lancaster,5,12,1,1,0.10619999999999999,0,101387.0,509.0
2012-12-02,62,322,10.99,No,124170,Lancaster,6,12,2,1,0.1099,0,117553.0,381.0
2012-12-03,30,159,14.26,No,99255,Lancaster,0,12,3,0,0.1426,0,91151.0,150.0
2012-12-04,19,168,16.48,No,97244,Lancaster,1,12,4,0,0.1648,0,70434.0,141.0
2012-12-05,28,205,15.27,No,113868,Lancaster,2,12,5,0,0.1527,0,115107.0,164.0
2012-12-06,29,213,13.8,No,96710,Lancaster,3,12,6,0,0.138,0,105957.0,164.0
2012-12-07,54,273,12.79,No,124599,Lancaster,4,12,7,0,0.12789999999999999,0,105142.0,210.0
2012-12-08,40,412,10.19,No,119663,Lancaster,5,12,8,1,0.10189999999999999,0,134072.0,458.0
2012-12-09,54,435,17.02,No,119595,Lancaster,6,12,9,1,0.1702,0,124170.0,322.0
2012-12-10,27,189,12.27,No,114907,Lancaster,0,12,10,0,0.12269999999999999,0,99255.0,159.0
2012-12-11,27,212,12.56,No,124434,Lancaster,1,12,11,0,0.12560000000000002,0,97244.0,168.0
2012-12-12,33,244,12.9,No,104530,Lancaster,2,12,12,0,0.129,0,113868.0,205.0
2012-12-13,47,235,10.81,No,126595,Lancaster,3,12,13,0,0.1081,0,96710.0,213.0
2012-12-14,56,299,18.55,No,97560,Lancaster,4,12,14,0,0.1855,0,124599.0,273.0
2012-12-15,47,601,18.21,No,123533,Lancaster,5,12,15,1,0.1821,0,119663.0,412.0
2012-12-16,35,486,18.08,No,128205,Lancaster,6,12,16,1,0.1808,0,119595.0,435.0
2012-12-17,32,349,17.52,No,134018,Lancaster,0,12,17,0,0.1752,0,114907.0,189.0
2012-12-18,32,339,14.29,No,98110,Lancaster,1,12,18,0,0.1429,0,124434.0,212.0
2012-12-19,37,439,18.88,No,100354,Lancaster,2,12,19,0,0.1888,0,104530.0,244.0
