<<<<<<< HEAD
Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,is_holiday,day_of_week,IsWeekend,month,year,season_num,sales_lag_1,customers_lag_1,sales_lag_7,customers_lag_7,sales_lag_14,customers_lag_14,sales_lag_21,customers_lag_21,sales_lag_28,customers_lag_28,sales_roll_mean_7,sales_roll_std_7,ds,y
2013-05-28,9.0,48.0,14.7,0,19662.0,0,1,0,5,2013,1,43562.0,321.0,22327.0,42.0,20971.0,35.0,20451.0,45.0,18474.0,38.0,29595.85714285714,11201.522417787248,2013-05-28,19662.0
2013-05-29,8.0,48.0,14.19,0,18976.0,0,2,0,5,2013,1,19662.0,48.0,17738.0,49.0,23246.0,45.0,20288.0,47.0,18477.0,41.0,29215.14285714286,11530.215789084647,2013-05-29,18976.0
2013-05-30,9.0,45.0,8.62,0,22038.0,0,3,0,5,2013,1,18976.0,48.0,20688.0,70.0,20305.0,54.0,23911.0,51.0,18816.0,45.0,29392.0,11332.63389508369,2013-05-30,22038.0
2013-05-31,8.0,66.0,10.3,0,17998.0,0,4,0,5,2013,1,22038.0,45.0,22823.0,81.0,24500.0,80.0,20301.0,67.0,21863.0,57.0,29584.85714285714,11170.145394884388,2013-05-31,17998.0
2013-06-01,9.0,106.0,10.28,0,20069.0,0,5,1,6,2013,2,17998.0,66.0,43329.0,396.4900000000001,26562.0,103.0,23750.0,102.0,22743.0,94.0,28895.571428571428,11788.692546350534,2013-06-01,20069.0
2013-06-02,9.0,81.0,11.41,0,25982.0,0,6,1,6,2013,2,20069.0,106.0,36704.0,311.0,23039.0,77.0,18213.0,70.0,23589.0,75.0,25572.714285714286,10215.466031370996,2013-06-02,25982.0
2013-06-03,6.0,53.0,9.2,0,19978.0,0,0,0,6,2013,2,25982.0,81.0,43562.0,321.0,19264.0,43.0,18346.0,30.0,18976.0,49.0,24041.0,8999.753978118846,2013-06-03,19978.0
2013-06-04,6.0,49.0,10.98,0,19521.0,0,1,0,6,2013,2,19978.0,53.0,19662.0,48.0,22327.0,42.0,20971.0,35.0,20451.0,45.0,20671.85714285714,2644.304976647519,2013-06-04,19521.0
2013-06-05,6.0,52.0,9.0,0,24727.0,0,2,0,6,2013,2,19521.0,49.0,18976.0,48.0,17738.0,49.0,23246.0,45.0,20288.0,47.0,20651.714285714286,2653.799585140947,2013-06-05,24727.0
2013-06-06,15.0,55.0,10.07,0,22809.0,0,3,0,6,2013,2,24727.0,52.0,22038.0,45.0,20688.0,70.0,20305.0,54.0,23911.0,51.0,21473.285714285714,2924.921407165386,2013-06-06,22809.0
2013-06-07,8.0,66.0,10.75,0,18028.0,0,4,0,6,2013,2,22809.0,55.0,17998.0,66.0,22823.0,81.0,24500.0,80.0,20301.0,67.0,21583.428571428572,2963.986665351257,2013-06-07,18028.0
2013-06-08,11.0,105.0,12.15,0,27359.0,0,5,1,6,2013,2,18028.0,66.0,20069.0,106.0,43329.0,396.4900000000001,26562.0,103.0,23750.0,102.0,21587.714285714286,2957.9538938418823,2013-06-08,27359.0
2013-06-09,17.0,71.0,10.91,0,21297.0,0,6,1,6,2013,2,27359.0,105.0,25982.0,81.0,36704.0,311.0,23039.0,77.0,18213.0,70.0,22629.14285714286,3556.8286168331206,2013-06-09,21297.0
2013-06-10,6.0,47.0,9.57,0,19128.0,0,0,0,6,2013,2,21297.0,71.0,19978.0,53.0,43562.0,321.0,19264.0,43.0,18346.0,30.0,21959.85714285714,3248.1668896250217,2013-06-10,19128.0
2013-06-11,6.0,50.0,9.34,0,17495.0,0,1,0,6,2013,2,19128.0,47.0,19521.0,49.0,19662.0,48.0,22327.0,42.0,20971.0,35.0,21838.428571428572,3348.929473585067,2013-06-11,17495.0
2013-06-12,5.0,47.0,12.23,0,16088.0,0,2,0,6,2013,2,17495.0,50.0,24727.0,52.0,18976.0,48.0,17738.0,49.0,23246.0,45.0,21549.0,3656.0562997122706,2013-06-12,16088.0
2013-06-13,11.0,62.0,15.07,0,21370.0,0,3,0,6,2013,2,16088.0,47.0,22809.0,55.0,22038.0,45.0,20688.0,70.0,20305.0,54.0,20314.85714285714,3857.061983279004,2013-06-13,21370.0
2013-06-14,9.0,69.0,10.88,0,25249.0,0,4,0,6,2013,2,21370.0,62.0,18028.0,66.0,17998.0,66.0,22823.0,81.0,24500.0,80.0,20109.285714285714,3738.500667125023,2013-06-14,25249.0
2013-06-15,15.0,108.0,11.95,0,21281.0,0,5,1,6,2013,2,25249.0,69.0,27359.0,105.0,20069.0,106.0,43329.0,396.4900000000001,26562.0,103.0,21140.85714285714,4051.6305124632095,2013-06-15,21281.0
2013-06-16,8.0,62.0,9.16,0,18923.0,0,6,1,6,2013,2,21281.0,108.0,21297.0,71.0,25982.0,81.0,36704.0,311.0,23039.0,77.0,20272.571428571428,3015.8237601656974,2013-06-16,18923.0
2013-06-17,6.0,42.0,14.25,0,21179.0,0,0,0,6,2013,2,18923.0,62.0,19128.0,47.0,19978.0,53.0,43562.0,321.0,19264.0,43.0,19933.428571428572,3014.9052421339234,2013-06-17,21179.0
2013-06-18,6.0,52.0,13.83,0,20187.0,0,1,0,6,2013,2,21179.0,42.0,17495.0,50.0,19521.0,49.0,19662.0,48.0,22327.0,42.0,20226.428571428572,3023.2353451856775,2013-06-18,20187.0
2013-06-19,6.0,53.0,12.74,0,20714.0,0,2,0,6,2013,2,20187.0,52.0,16088.0,47.0,24727.0,52.0,18976.0,48.0,17738.0,49.0,20611.0,2779.2474401053905,2013-06-19,20714.0
2013-06-20,8.0,53.0,9.57,0,18649.0,0,3,0,6,2013,2,20714.0,53.0,21370.0,62.0,22809.0,55.0,22038.0,45.0,20688.0,70.0,21271.85714285714,1951.1215944142357,2013-06-20,18649.0
2013-06-21,9.0,73.0,11.31,0,20777.0,0,4,0,6,2013,2,18649.0,53.0,25249.0,69.0,18028.0,66.0,17998.0,66.0,22823.0,81.0,20883.14285714286,2185.3035203809845,2013-06-21,20777.0
2013-06-22,8.0,93.0,13.37,0,19690.0,0,5,1,6,2013,2,20777.0,73.0,21281.0,108.0,27359.0,105.0,20069.0,106.0,43329.0,396.4900000000001,20244.285714285714,1060.416382729403,2013-06-22,19690.0
2013-06-23,9.0,67.0,12.47,0,20854.0,0,6,1,6,2013,2,19690.0,93.0,18923.0,62.0,21297.0,71.0,25982.0,81.0,36704.0,311.0,20017.0,967.620965736235,2013-06-23,20854.0
2013-06-24,5.0,50.0,12.87,0,19383.0,0,0,0,6,2013,2,20854.0,67.0,21179.0,42.0,19128.0,47.0,19978.0,53.0,43562.0,321.0,20292.85714285714,874.5279543022934,2013-06-24,19383.0
2013-06-25,7.0,47.0,13.3,0,18526.0,0,1,0,6,2013,2,19383.0,50.0,20187.0,52.0,17495.0,50.0,19521.0,49.0,19662.0,48.0,20036.285714285714,833.7249175203002,2013-06-25,18526.0
2013-06-26,7.0,57.0,11.27,0,22541.0,0,2,0,6,2013,2,18526.0,47.0,20714.0,53.0,16088.0,47.0,24727.0,52.0,18976.0,48.0,19799.0,1002.8874978442549,2013-06-26,22541.0
2013-06-27,6.0,59.0,14.75,0,18546.0,0,3,0,6,2013,2,22541.0,57.0,18649.0,53.0,21370.0,62.0,22809.0,55.0,22038.0,45.0,20060.0,1428.2385421673537,2013-06-27,18546.0
2013-06-28,9.0,69.0,13.72,0,21656.0,0,4,0,6,2013,2,18546.0,59.0,20777.0,73.0,25249.0,69.0,18028.0,66.0,17998.0,66.0,20045.285714285714,1445.6227855475408,2013-06-28,21656.0
2013-06-29,9.0,102.0,14.91,0,21778.0,0,5,1,6,2013,2,21656.0,69.0,19690.0,93.0,21281.0,108.0,27359.0,105.0,20069.0,106.0,20170.85714285714,1553.8966534241624,2013-06-29,21778.0
2013-06-30,8.0,88.0,15.59,0,22092.0,0,6,1,6,2013,2,21778.0,102.0,20854.0,67.0,18923.0,62.0,21297.0,71.0,25982.0,81.0,20469.14285714286,1644.0008544775253,2013-06-30,22092.0
2013-07-01,4.0,62.0,14.51,0,20502.0,0,0,0,7,2013,2,22092.0,88.0,19383.0,50.0,21179.0,42.0,19128.0,47.0,19978.0,53.0,20646.0,1755.1369367276457,2013-07-01,20502.0
2013-07-02,6.0,70.0,16.92,0,22415.0,0,1,0,7,2013,2,20502.0,62.0,18526.0,47.0,20187.0,52.0,17495.0,50.0,19521.0,49.0,20805.85714285714,1669.816399944275,2013-07-02,22415.0
2013-07-03,7.0,76.0,14.1,0,18765.0,0,2,0,7,2013,2,22415.0,70.0,22541.0,57.0,20714.0,53.0,16088.0,47.0,24727.0,52.0,21361.428571428572,1411.895635559999,2013-07-03,18765.0
2013-07-04,12.0,90.0,14.85,0,23283.0,1,3,0,7,2013,2,18765.0,76.0,18546.0,59.0,18649.0,53.0,21370.0,62.0,22809.0,55.0,20822.0,1595.507547250211,2013-07-04,23283.0
2013-07-05,10.0,99.0,16.28,0,23152.0,0,4,0,7,2013,2,23283.0,90.0,21656.0,69.0,20777.0,73.0,25249.0,69.0,18028.0,66.0,21498.714285714286,1468.8212637216966,2013-07-05,23152.0
2013-07-06,9.0,119.0,15.34,0,28530.0,0,5,1,7,2013,2,23152.0,99.0,21778.0,102.0,19690.0,93.0,21281.0,108.0,27359.0,105.0,21712.428571428572,1598.6199107501227,2013-07-06,28530.0
2013-07-07,10.0,86.0,11.37,0,19292.0,0,6,1,7,2013,2,28530.0,119.0,22092.0,88.0,20854.0,67.0,18923.0,62.0,21297.0,71.0,22677.0,3035.7785382554684,2013-07-07,19292.0
2013-07-08,6.0,62.0,13.18,0,18892.0,0,0,0,7,2013,2,19292.0,86.0,20502.0,62.0,19383.0,50.0,21179.0,42.0,19128.0,47.0,22277.0,3298.780279638594,2013-07-08,18892.0
2013-07-09,7.0,63.0,12.77,0,21997.0,0,1,0,7,2013,2,18892.0,62.0,22415.0,70.0,18526.0,47.0,20187.0,52.0,17495.0,50.0,22047.0,3493.541851282993,2013-07-09,21997.0
2013-07-10,6.0,66.0,11.78,0,19115.0,0,2,0,7,2013,2,21997.0,63.0,18765.0,76.0,22541.0,57.0,20714.0,53.0,16088.0,47.0,21987.285714285714,3489.773713498871,2013-07-10,19115.0
2013-07-11,5.0,64.0,14.11,0,22907.0,0,3,0,7,2013,2,19115.0,66.0,23283.0,90.0,18546.0,59.0,18649.0,53.0,21370.0,62.0,22037.285714285714,3438.035374759016,2013-07-11,22907.0
2013-07-12,8.0,76.0,13.46,0,19957.0,0,4,0,7,2013,2,22907.0,64.0,23152.0,99.0,21656.0,69.0,20777.0,73.0,25249.0,69.0,21983.571428571428,3418.2092220508407,2013-07-12,19957.0
2013-07-13,9.0,102.0,11.84,0,21327.0,0,5,1,7,2013,2,19957.0,76.0,28530.0,119.0,21778.0,102.0,19690.0,93.0,21281.0,108.0,21527.14285714286,3449.3574971081557,2013-07-13,21327.0
2013-07-14,7.0,79.0,12.7,0,18700.0,0,6,1,7,2013,2,21327.0,102.0,19292.0,86.0,22092.0,88.0,20854.0,67.0,18923.0,62.0,20498.14285714286,1579.9032067997625,2013-07-14,18700.0
2013-07-15,5.0,66.0,11.85,0,22121.0,0,0,0,7,2013,2,18700.0,79.0,18892.0,62.0,20502.0,62.0,19383.0,50.0,21179.0,42.0,20413.571428571428,1668.5840161785814,2013-07-15,22121.0
2013-07-16,6.0,77.0,11.36,0,21916.0,0,1,0,7,2013,2,22121.0,66.0,21997.0,63.0,22415.0,70.0,18526.0,47.0,20187.0,52.0,20874.85714285714,1623.5597133632618,2013-07-16,21916.0
2013-07-17,4.0,69.0,13.08,0,17153.0,0,2,0,7,2013,2,21916.0,77.0,19115.0,66.0,18765.0,76.0,22541.0,57.0,20714.0,53.0,20863.285714285714,1614.4923571908369,2013-07-17,17153.0
2013-07-18,9.0,70.0,14.39,0,19435.0,0,3,0,7,2013,2,17153.0,69.0,22907.0,64.0,23283.0,90.0,18546.0,59.0,18649.0,53.0,20583.0,2073.6164061848654,2013-07-18,19435.0
2013-07-19,9.0,73.0,13.29,0,24031.0,0,4,0,7,2013,2,19435.0,70.0,19957.0,76.0,23152.0,99.0,21656.0,69.0,20777.0,73.0,20087.0,1825.4737284695004,2013-07-19,24031.0
2013-07-20,11.0,105.0,10.78,0,23415.0,0,5,1,7,2013,2,24031.0,73.0,21327.0,102.0,28530.0,119.0,21778.0,102.0,19690.0,93.0,20669.0,2350.9322264438792,2013-07-20,23415.0
2013-07-21,11.0,83.0,10.94,0,21392.0,0,6,1,7,2013,2,23415.0,105.0,18700.0,79.0,19292.0,86.0,22092.0,88.0,20854.0,67.0,20967.285714285714,2570.539030001483,2013-07-21,21392.0
2013-07-22,7.0,72.0,8.34,0,16639.0,0,0,0,7,2013,2,21392.0,83.0,22121.0,66.0,18892.0,62.0,20502.0,62.0,19383.0,50.0,21351.85714285714,2368.2115916565026,2013-07-22,16639.0
2013-07-23,9.0,70.0,6.71,0,21651.0,0,1,0,7,2013,2,16639.0,72.0,21916.0,77.0,21997.0,63.0,22415.0,70.0,18526.0,47.0,20568.714285714286,2914.813013687317,2013-07-23,21651.0
2013-07-24,8.0,70.0,8.77,0,22029.0,0,2,0,7,2013,2,21651.0,70.0,17153.0,69.0,19115.0,66.0,18765.0,76.0,22541.0,57.0,20530.85714285714,2896.0588408253793,2013-07-24,22029.0
2013-07-25,10.0,58.0,9.73,0,20006.0,0,3,0,7,2013,2,22029.0,70.0,19435.0,70.0,22907.0,64.0,23283.0,90.0,18546.0,59.0,21227.428571428572,2508.6839748588022,2013-07-25,20006.0
2013-07-26,11.0,74.0,8.77,0,22226.0,0,4,0,7,2013,2,20006.0,58.0,24031.0,73.0,19957.0,76.0,23152.0,99.0,21656.0,69.0,21309.0,2449.267985881852,2013-07-26,22226.0
2013-07-27,9.0,101.0,9.1,0,27100.0,0,5,1,7,2013,2,22226.0,74.0,23415.0,105.0,21327.0,102.0,28530.0,119.0,21778.0,102.0,21051.14285714286,2196.954515427255,2013-07-27,27100.0
2013-07-28,13.0,58.0,9.65,0,21908.0,0,6,1,7,2013,2,27100.0,101.0,21392.0,83.0,18700.0,79.0,19292.0,86.0,22092.0,88.0,21577.571428571428,3109.678914675926,2013-07-28,21908.0
2013-07-29,5.0,58.0,6.68,0,22206.0,0,0,0,7,2013,2,21908.0,58.0,16639.0,72.0,22121.0,66.0,18892.0,62.0,20502.0,62.0,21651.285714285714,3110.662507906368,2013-07-29,22206.0
2013-07-30,6.0,55.0,9.8,0,18589.0,0,1,0,7,2013,2,22206.0,58.0,21651.0,70.0,21916.0,77.0,21997.0,63.0,22415.0,70.0,22446.571428571428,2191.448216525646,2013-07-30,18589.0
2013-07-31,6.0,64.0,7.4,0,16500.0,0,2,0,7,2013,2,18589.0,55.0,22029.0,70.0,17153.0,69.0,19115.0,66.0,18765.0,76.0,22009.14285714286,2637.0181663240264,2013-07-31,16500.0
2013-08-01,12.0,75.0,10.67,0,23034.0,0,3,0,8,2013,2,16500.0,64.0,20006.0,58.0,19435.0,70.0,22907.0,64.0,23283.0,90.0,21219.285714285714,3359.22435066405,2013-08-01,23034.0
2013-08-02,9.0,72.0,10.07,0,19503.0,0,4,0,8,2013,2,23034.0,75.0,22226.0,74.0,24031.0,73.0,19957.0,76.0,23152.0,99.0,21651.85714285714,3371.8844596935564,2013-08-02,19503.0
2013-08-03,9.0,95.0,7.14,0,24573.0,0,5,1,8,2013,2,19503.0,72.0,27100.0,101.0,23415.0,105.0,21327.0,102.0,28530.0,119.0,21262.85714285714,3450.756652705251,2013-08-03,24573.0
2013-08-04,7.0,85.0,6.55,0,21763.0,0,6,1,8,2013,2,24573.0,95.0,21908.0,58.0,21392.0,83.0,18700.0,79.0,19292.0,86.0,20901.85714285714,2811.253897496546,2013-08-04,21763.0
2013-08-05,6.0,57.0,7.18,0,18817.0,0,0,0,8,2013,2,21763.0,85.0,22206.0,58.0,16639.0,72.0,22121.0,66.0,18892.0,62.0,20881.14285714286,2803.1271482975676,2013-08-05,18817.0
2013-08-06,6.0,53.0,9.2,0,17052.0,0,1,0,8,2013,2,18817.0,57.0,18589.0,55.0,21651.0,70.0,21916.0,77.0,21997.0,63.0,20397.0,2828.7161398767125,2013-08-06,17052.0
2013-08-07,6.0,57.0,7.9,0,16251.0,0,2,0,8,2013,2,17052.0,53.0,16500.0,64.0,22029.0,70.0,17153.0,69.0,19115.0,66.0,20177.428571428572,3043.9144127882346,2013-08-07,16251.0
2013-08-08,10.0,64.0,10.79,0,18796.0,0,3,0,8,2013,2,16251.0,57.0,23034.0,75.0,20006.0,58.0,19435.0,70.0,22907.0,64.0,20141.85714285714,3095.076543402893,2013-08-08,18796.0
2013-08-09,15.0,74.0,15.48,0,18505.0,0,4,0,8,2013,2,18796.0,64.0,19503.0,72.0,22226.0,74.0,24031.0,73.0,19957.0,76.0,19536.428571428572,2838.956020390812,2013-08-09,18505.0
2013-08-10,13.0,96.0,11.94,0,21523.0,0,5,1,8,2013,2,18505.0,74.0,24573.0,95.0,27100.0,101.0,23415.0,105.0,21327.0,102.0,19393.85714285714,2865.8468456733835,2013-08-10,21523.0
2013-08-11,10.0,75.0,13.82,0,21794.0,0,6,1,8,2013,2,21523.0,96.0,21763.0,85.0,21908.0,58.0,21392.0,83.0,18700.0,79.0,18958.14285714286,2067.9808532775933,2013-08-11,21794.0
2013-08-12,9.0,55.0,12.67,0,18718.0,0,0,0,8,2013,2,21794.0,75.0,18817.0,57.0,22206.0,58.0,16639.0,72.0,22121.0,66.0,18962.571428571428,2075.0097876989716,2013-08-12,18718.0
2013-08-13,9.0,64.0,14.07,0,23851.0,0,1,0,8,2013,2,18718.0,55.0,17052.0,53.0,18589.0,55.0,21651.0,70.0,21916.0,77.0,18948.428571428572,2076.5041822848634,2013-08-13,23851.0
2013-08-14,7.0,55.0,8.1,0,22700.0,0,2,0,8,2013,2,23851.0,64.0,16251.0,57.0,16500.0,64.0,22029.0,70.0,17153.0,69.0,19919.714285714286,2572.489437249621,2013-08-14,22700.0
2013-08-15,10.0,54.0,11.18,0,19583.0,0,3,0,8,2013,2,22700.0,55.0,18796.0,64.0,23034.0,75.0,20006.0,58.0,19435.0,70.0,20841.0,2161.6106649130147,2013-08-15,19583.0
2013-08-16,10.0,67.0,8.12,0,16651.0,0,4,0,8,2013,2,19583.0,54.0,18505.0,74.0,19503.0,72.0,22226.0,74.0,24031.0,73.0,20953.428571428572,2055.375947536925,2013-08-16,16651.0
2013-08-17,9.0,98.0,8.98,0,21825.0,0,5,1,8,2013,2,16651.0,67.0,21523.0,96.0,24573.0,95.0,27100.0,101.0,23415.0,105.0,20688.571428571428,2495.7452365402396,2013-08-17,21825.0
2013-08-18,8.0,64.0,9.87,0,20530.0,0,6,1,8,2013,2,21825.0,98.0,21794.0,75.0,21763.0,85.0,21908.0,58.0,21392.0,83.0,20731.714285714286,2515.1088587628933,2013-08-18,20530.0
2013-08-19,5.0,55.0,13.11,0,17560.0,0,0,0,8,2013,2,20530.0,64.0,18718.0,55.0,18817.0,57.0,22206.0,58.0,16639.0,72.0,20551.14285714286,2471.120894693232,2013-08-19,17560.0
2013-08-20,5.0,48.0,10.09,0,15996.0,0,1,0,8,2013,2,17560.0,55.0,23851.0,64.0,17052.0,53.0,18589.0,55.0,21651.0,70.0,20385.714285714286,2646.8090042088224,2013-08-20,15996.0
2013-08-21,8.0,60.0,12.76,0,19831.0,0,2,0,8,2013,2,15996.0,48.0,22700.0,55.0,16251.0,57.0,16500.0,64.0,22029.0,70.0,19263.571428571428,2597.4520115643872,2013-08-21,19831.0
2013-08-22,7.0,57.0,13.66,0,18023.0,0,3,0,8,2013,2,19831.0,60.0,19583.0,54.0,18796.0,64.0,23034.0,75.0,20006.0,58.0,18853.714285714286,2153.198993302944,2013-08-22,18023.0
2013-08-23,10.0,62.0,10.16,0,21924.0,0,4,0,8,2013,2,18023.0,57.0,16651.0,67.0,18505.0,74.0,19503.0,72.0,22226.0,74.0,18630.85714285714,2145.85518527914,2013-08-23,21924.0
2013-08-24,13.0,95.0,13.55,0,20750.0,0,5,1,8,2013,2,21924.0,62.0,21825.0,98.0,21523.0,96.0,24573.0,95.0,27100.0,101.0,19384.14285714286,2257.618467070128,2013-08-24,20750.0
2013-08-25,13.0,75.0,14.07,0,20290.0,0,6,1,8,2013,2,20750.0,95.0,20530.0,64.0,21794.0,75.0,21763.0,85.0,21908.0,58.0,19230.571428571428,2094.58586655689,2013-08-25,20290.0
2013-08-26,6.0,52.0,13.57,0,17848.0,0,0,0,8,2013,2,20290.0,75.0,17560.0,55.0,18718.0,55.0,18817.0,57.0,22206.0,58.0,19196.285714285714,2071.60909393982,2013-08-26,17848.0
2013-08-27,6.0,47.0,13.75,0,19680.0,0,1,0,8,2013,2,17848.0,52.0,15996.0,48.0,23851.0,64.0,17052.0,53.0,18589.0,55.0,19237.428571428572,2036.253901746999,2013-08-27,19680.0
2013-08-28,6.0,47.0,13.96,0,21767.0,0,2,0,8,2013,2,19680.0,47.0,19831.0,60.0,22700.0,55.0,16251.0,57.0,16500.0,64.0,19763.714285714286,1450.755747220801,2013-08-28,21767.0
2013-08-29,10.0,54.0,11.01,0,18655.0,0,3,0,8,2013,2,21767.0,47.0,18023.0,57.0,19583.0,54.0,18796.0,64.0,23034.0,75.0,20040.285714285714,1638.1563533723504,2013-08-29,18655.0
2013-08-30,8.0,66.0,11.33,0,23314.0,0,4,0,8,2013,2,18655.0,54.0,21924.0,62.0,16651.0,67.0,18505.0,74.0,19503.0,72.0,20130.571428571428,1521.723349488965,2013-08-30,23314.0
2013-08-31,11.0,106.0,15.68,0,21575.0,0,5,1,8,2013,2,23314.0,66.0,20750.0,95.0,21825.0,98.0,21523.0,96.0,24573.0,95.0,20329.14285714286,1850.03012845452,2013-08-31,21575.0
2013-09-01,8.0,85.0,12.26,0,20493.0,0,6,1,9,2013,3,21575.0,106.0,20290.0,75.0,20530.0,64.0,21794.0,75.0,21763.0,85.0,20447.0,1906.71952141166,2013-09-01,20493.0
2013-09-02,7.0,95.0,10.94,0,23388.0,1,0,0,9,2013,3,20493.0,85.0,17848.0,52.0,17560.0,55.0,18718.0,55.0,18817.0,57.0,20476.0,1905.4770181415583,2013-09-02,23388.0
2013-09-03,6.0,38.0,11.01,0,18720.0,0,1,0,9,2013,3,23388.0,95.0,19680.0,47.0,15996.0,48.0,23851.0,64.0,17052.0,53.0,21267.428571428572,1778.290457821771,2013-09-03,18720.0
2013-09-04,7.0,34.0,12.83,0,16815.0,0,2,0,9,2013,3,18720.0,38.0,21767.0,47.0,19831.0,60.0,22700.0,55.0,16251.0,57.0,21130.285714285714,1949.8592867420568,2013-09-04,16815.0
2013-09-05,8.0,38.0,11.45,0,14481.0,0,3,0,9,2013,3,16815.0,34.0,18655.0,54.0,18023.0,57.0,19583.0,54.0,18796.0,64.0,20422.85714285714,2500.8267585319563,2013-09-05,14481.0
2013-09-06,7.0,49.0,8.38,0,21124.0,0,4,0,9,2013,3,14481.0,38.0,23314.0,66.0,21924.0,62.0,16651.0,67.0,18505.0,74.0,19826.571428571428,3347.0449084299084,2013-09-06,21124.0
2013-09-07,10.0,76.0,12.42,0,17196.0,0,5,1,9,2013,3,21124.0,49.0,21575.0,106.0,20750.0,95.0,21825.0,98.0,21523.0,96.0,19513.714285714286,3056.4757327289294,2013-09-07,17196.0
2013-09-08,8.0,56.0,12.85,0,19685.0,0,6,1,9,2013,3,17196.0,76.0,20493.0,85.0,20290.0,75.0,20530.0,64.0,21794.0,75.0,18888.14285714286,3012.080865922437,2013-09-08,19685.0
2013-09-09,6.0,41.0,10.31,0,16831.0,0,0,0,9,2013,3,19685.0,56.0,23388.0,95.0,17848.0,52.0,17560.0,55.0,18718.0,55.0,18772.714285714286,2955.2759439282177,2013-09-09,16831.0
2013-09-10,5.0,34.0,12.1,0,17357.0,0,1,0,9,2013,3,16831.0,41.0,18720.0,38.0,19680.0,47.0,15996.0,48.0,23851.0,64.0,17836.0,2188.1991073328327,2013-09-10,17357.0
2013-09-11,14.0,156.0,8.46,1,32943.0,0,2,0,9,2013,3,17357.0,34.0,16815.0,34.0,21767.0,47.0,19831.0,60.0,22700.0,55.0,17641.285714285714,2156.844973124889,2013-09-11,32943.0
2013-09-12,20.0,172.0,11.07,1,26609.0,0,3,0,9,2013,3,32943.0,156.0,14481.0,38.0,18655.0,54.0,18023.0,57.0,19583.0,54.0,19945.285714285714,6113.000919196251,2013-09-12,26609.0
2013-09-13,28.0,228.0,9.72,1,36618.0,0,4,0,9,2013,3,26609.0,172.0,21124.0,49.0,23314.0,66.0,21924.0,62.0,16651.0,67.0,21677.85714285714,6024.211218866985,2013-09-13,36618.0
2013-09-14,11.0,78.0,12.15,0,18846.0,0,5,1,9,2013,3,36618.0,228.0,17196.0,76.0,21575.0,106.0,20750.0,95.0,21825.0,98.0,23891.285714285714,8229.550143928143,2013-09-14,18846.0
2013-09-15,8.0,63.0,8.21,0,17287.0,0,6,1,9,2013,3,18846.0,78.0,19685.0,56.0,20493.0,85.0,20290.0,75.0,20530.0,64.0,24127.0,8026.955649559749,2013-09-15,17287.0
2013-09-16,4.0,51.0,9.14,0,20382.0,0,0,0,9,2013,3,17287.0,63.0,16831.0,41.0,23388.0,95.0,17848.0,52.0,17560.0,55.0,23784.428571428572,8294.826215924002,2013-09-16,20382.0
2013-09-17,8.0,42.0,15.82,0,16844.0,0,1,0,9,2013,3,20382.0,51.0,17357.0,34.0,18720.0,38.0,19680.0,47.0,15996.0,48.0,24291.714285714286,7897.7827207869595,2013-09-17,16844.0
2013-09-18,7.0,39.0,8.09,0,19174.0,0,2,0,9,2013,3,16844.0,42.0,32943.0,156.0,16815.0,34.0,21767.0,47.0,19831.0,60.0,24218.428571428572,7974.860727250777,2013-09-18,19174.0
2013-09-19,12.0,42.0,9.0,0,15811.0,0,3,0,9,2013,3,19174.0,39.0,26609.0,172.0,14481.0,38.0,18655.0,54.0,18023.0,57.0,22251.428571428572,7116.119163728221,2013-09-19,15811.0
2013-09-20,11.0,66.0,13.73,0,19010.0,0,4,0,9,2013,3,15811.0,42.0,36618.0,228.0,21124.0,49.0,23314.0,66.0,21924.0,62.0,20708.85714285714,7184.113455594654,2013-09-20,19010.0
2013-09-21,11.0,83.0,14.36,0,23716.0,0,5,1,9,2013,3,19010.0,66.0,18846.0,78.0,17196.0,76.0,21575.0,106.0,20750.0,95.0,18193.428571428572,1589.6823432308238,2013-09-21,23716.0
2013-09-22,8.0,62.0,12.64,0,16004.0,0,6,1,9,2013,3,23716.0,83.0,17287.0,63.0,19685.0,56.0,20493.0,85.0,20290.0,75.0,18889.14285714286,2640.9391276948054,2013-09-22,16004.0
2013-09-23,7.0,38.0,13.03,0,17996.0,0,0,0,9,2013,3,16004.0,62.0,20382.0,51.0,16831.0,41.0,23388.0,95.0,17848.0,52.0,18705.85714285714,2809.7861382774413,2013-09-23,17996.0
2013-09-24,5.0,39.0,7.04,0,17701.0,0,1,0,9,2013,3,17996.0,38.0,16844.0,42.0,17357.0,34.0,18720.0,38.0,19680.0,47.0,18365.0,2715.7118772062145,2013-09-24,17701.0
2013-09-25,10.0,41.0,13.12,0,16059.0,0,2,0,9,2013,3,17701.0,39.0,19174.0,39.0,32943.0,156.0,16815.0,34.0,21767.0,47.0,18487.428571428572,2654.3385778218253,2013-09-25,16059.0
2013-09-26,15.0,45.0,9.71,0,16572.0,0,3,0,9,2013,3,16059.0,41.0,15811.0,42.0,26609.0,172.0,14481.0,38.0,18655.0,54.0,18042.428571428572,2778.2725362557885,2013-09-26,16572.0
2013-09-27,4.0,59.0,11.9,0,17219.0,0,4,0,9,2013,3,16572.0,45.0,19010.0,66.0,36618.0,228.0,21124.0,49.0,23314.0,66.0,18151.14285714286,2689.886765185981,2013-09-27,17219.0
